Name,Club,Nation,League,Rating,Main_Position,Alternate_Positions,Card_Version,Run_Style,Price,Price_Variation,Skills_Star,Weak_Foot_Star,Attack_Workrate,Defense_Workrate,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defense / Speed,Physical / Positioning,Height,BodyType,Popularity,Base_Stats,Ingame_Stats
Federico Chiesa,Juventus,Italy,Serie A TIM,93,LW,"LM,RW",TOTS Moments SBC,Controlled,575200.0,2.08%,4,4,H,M,99.0,92,92,95,60,86,"175cm | 5'9""",Average  (70kg),-1864,524,2466
Roberto Firmino,Liverpool,Brazil,Premier League,93,CF,ST,Premium SBC,Controlled,510100.0,2.08%,5,4,H,H,90.0,93,88,95,71,85,"181cm | 5'11""",Unique  (76kg),2815,522,2530
Amahl Pellegrino,FK Bodø/Glimt,Norway,Eliteserien (NOR 1),93,LW,LM,TOTS,Controlled,11750.0,2.08%,4,4,H,M,99.0,94,90,94,63,82,"190cm | 6'3""",High & Average+  (68kg),218,522,2516
Aleksandar Mitrovic,Fulham,Serbia,Premier League,93,CB,0,Shapeshifters Obj,Lengthy,0.0,3,0,4,M,H,89.0,65,82,84,92,95,"189cm | 6'2""",High & Stocky  (90kg),652,507,2372
Nabil Fekir,Real Betis,France,LaLiga Santander,93,CAM,0,Level Up Obj,Controlled,0.0,5,0,4,H,M,92.0,92,94,94,47,92,"173cm | 5'8""",Stocky  (75kg),233,511,2443
Juan Foyth,Villarreal CF,Argentina,LaLiga Santander,93,RB,RWB,Level Up Obj,Controlled,0.0,0,5,4,H,H,91.0,60,88,93,92,91,"187cm | 6'2""",High & Average+  (69kg),47,515,2420
Alphonso Davies,FC Bayern,Canada,Bundesliga,93,LB,"LWB,LM",Level Up,Controlled,132000.0,21.10%,5,4,H,H,99.0,79,91,93,86,87,"185cm | 6'1""",Unique  (77kg),331,535,2518
Dušan Vlahovic,Juventus,Serbia,Serie A TIM,93,ST,CF,Level Up,Controlled,18750.0,16.67%,4,4,H,M,90.0,93,83,92,36,87,"190cm | 6'3""",High & Average  (75kg),174,481,2291
Timo Werner,RB Leipzig,Germany,Bundesliga,93,ST,"CF,LW",Level Up,Explosive,41500.0,12.63%,4,5,H,M,98.0,91,86,93,45,79,"180cm | 5'11""",Unique  (76kg),401,492,2365
Kiliann Sildillia,SC Freiburg,France,Bundesliga,93,RB,RWB,Level Up,Controlled,0.0,0,4,5,H,H,96.0,83,89,93,90,93,"186cm | 6'1""",High & Average+  (76kg),708,544,2567
Tim Ream,Fulham,United States,Premier League,93,CB,0,Flashback SBC,Lengthy,50600.0,12.63%,2,3,M,H,90.0,50,81,81,93,92,"186cm | 6'1""",High & Average  (80kg),-652,487,2295
Youcef Atal,OGC Nice,Algeria,Ligue 1,93,RB,"RWB,RM,CM",Level Up Premium,Controlled,0.0,0,4,5,H,H,98.0,90,91,93,90,87,"175cm | 5'9""",Lean  (66kg),826,549,2606
Pierre Kalulu,Milan,France,Serie A TIM,93,CB,RB,Level Up,Controlled,0.0,0,3,5,M,H,91.0,63,82,83,93,90,"184cm | 6'0""",Lean  (69kg),214,502,2373
Darwin Núñez,Liverpool,Uruguay,Premier League,93,ST,"CF,RW,LW",Level Up,Controlled,0.0,0,5,5,H,H,98.0,92,84,90,52,95,"186cm | 6'1""",High & Average+  (80kg),659,511,2419
Carles Puyol Saforcada,FUT ICONS,Spain,Icons,92,CB,RB,Icon,Lengthy,82000.0,0.61%,2,3,M,H,70.0,45,68,58,94,90,"178cm | 5'10""",Stocky  (80kg),-88,425,2016
David Beckham,FUT ICONS,England,Icons,92,RM,"CM,RW",Icon,Controlled,120000.0,26.98%,3,3,H,H,80.0,87,95,88,69,82,"182cm | 6'0""",Average  (74kg),609,501,2464
Dennis Bergkamp,FUT ICONS,Netherlands,Icons,92,CF,"CAM,ST",Icon,Controlled,69500.0,26.98%,4,4,M,M,84.0,91,86,90,37,78,"183cm | 6'0""",Average  (78kg),293,466,2272
Emilio Butragueño,FUT ICONS,Spain,Icons,92,ST,CF,Icon,Explosive,77500.0,11.51%,3,5,M,L,94.0,90,80,92,41,68,"168cm | 5'6""",Lean  (68kg),1769,465,2245
Fabio Cannavaro,FUT ICONS,Italy,Icons,92,CB,0,Icon,Controlled,139000.0,66.47%,2,3,L,H,80.0,43,63,68,95,85,"176cm | 5'9""",Average  (74kg),649,434,2065
Ferenc Puskás,FUT ICONS,Hungary,Icons,92,ST,CF,Icon,Controlled,69500.0,66.47%,4,3,H,M,89.0,95,90,91,47,77,"172cm | 5'8""",Stocky  (75kg),2685,489,2373
Gary Lineker,FUT ICONS,England,Icons,92,ST,CF,Icon,Controlled,71500.0,66.47%,3,4,H,L,88.0,91,73,86,36,76,"177cm | 5'10""",Average  (74kg),-109,450,2161
Hristo Stoichkov,FUT ICONS,Bulgaria,Icons,92,ST,"CF,RW,LW",Icon,Controlled,81000.0,15.71%,4,3,M,M,92.0,93,86,92,50,86,"178cm | 5'10""",Average  (73kg),1284,499,2407
Hugo Sánchez,FUT ICONS,Mexico,Icons,92,ST,CF,Icon,Explosive,81000.0,8.00%,3,4,H,M,92.0,93,81,91,44,75,"176cm | 5'9""",Average  (73kg),573,476,2312
Javier Zanetti,FUT ICONS,Argentina,Icons,92,RB,"RWB,LB,CM",Icon,Controlled,69500.0,13.13%,2,4,H,H,86.0,63,88,85,90,81,"178cm | 5'10""",Average  (74kg),566,493,2312
Christopher Nkunku,RB Leipzig,France,Bundesliga,92,CF,"CAM,ST",World Cup PTG,Explosive,50000.0,9.91%,5,5,H,M,94.0,87,90,94,74,76,"175cm | 5'9""",Average  (73kg),2059,515,2442
Eusébio,FUT ICONS,Portugal,Icons,92,CF,ST,World Cup ICON,Explosive,223000.0,38.51%,4,5,H,M,93.0,94,88,92,41,77,"175cm | 5'9""",Average  (76kg),980,485,2360
Johan Cruyff,FUT ICONS,Netherlands,Icons,92,CF,ST,World Cup ICON,Explosive,273000.0,11.65%,5,5,H,L,91.0,90,89,94,41,73,"180cm | 5'11""",Lean  (71kg),1102,478,2308
Sadio Mané,FC Bayern,Senegal,Bundesliga,92,LM,"CF,LW",Road to World Cup,Explosive,80000.0,2.56%,4,4,H,M,93.0,87,85,91,47,80,"174cm | 5'9""",Unique  (69kg),518,483,2322
Roberto Baggio,FUT ICONS,Italy,Icons,92,CAM,CF,World Cup ICON,Explosive,39750.0,1.24%,5,4,M,L,87.0,83,90,91,39,61,"174cm | 5'9""",Unique  (73kg),734,451,2195
Virgil van Dijk,Liverpool,Netherlands,Premier League,92,CB,0,World Cup Stories,Lengthy,243000.0,6.11%,2,3,M,H,83.0,61,73,74,92,88,"193cm | 6'4""",Unique  (92kg),835,471,2197
Lothar Matthäus,FUT ICONS,Germany,Icons,92,CDM,"CB,CM",World Cup ICON,Controlled,170000.0,14.14%,3,4,H,H,88.0,87,88,80,90,83,"174cm | 5'9""",Average  (71kg),841,516,2505
Iker Casillas,FUT ICONS,Spain,Icons,92,GK,0,Icon,Controlled,71500.0,10.06%,1,3,M,M,93.0,89,85,95,60,91,"185cm | 6'1""",Average  (0kg),215,513,1355
Karim Benzema,Real Madrid,France,LaLiga Santander,92,CM,CAM,Winter Wildcards,Controlled,51000.0,8.51%,5,4,H,H,83.0,89,87,92,81,86,"185cm | 6'1""",Average  (81kg),1964,518,2493
Robert Pirès,FUT ICONS,France,Icons,92,LM,"RM,CAM,LW",TOTY Icon,Controlled,109000.0,12.37%,5,4,H,M,90.0,86,89,92,41,70,"187cm | 6'2""",High & Average+  (74kg),2367,468,2263
N'Golo Kanté,Chelsea,France,Premier League,92,CDM,CM,FUT Birthday SBC,Controlled,905050.0,0,3,5,M,H,81.0,76,83,86,91,86,"168cm | 5'6""",Unique  (70kg),-5834,503,2381
Vinícius Júnior,Real Madrid,Brazil,LaLiga Santander,92,LW,LM,FUT Birthday,Explosive,150000.0,4.17%,5,5,H,M,99.0,87,84,94,35,77,"176cm | 5'9""",Lean  (73kg),1512,476,2238
Juan Sebastián Verón,FUT ICONS,Argentina,Icons,92,CM,0,"CDM,CAM",Controlled,70000.0,4.17%,3,5,M,M,81.0,87,92,90,81,86,"186cm | 6'1""",High & Average  (80kg),938,517,2497
Wayne Rooney,FUT ICONS,England,Icons,92,ST,0,"CAM,CF",Controlled,83000.0,12.93%,5,4,H,H,90.0,93,85,90,56,90,"176cm | 5'9""",Stocky  (0kg),1507,504,2431
Marcel Desailly,FUT ICONS,France,Icons,92,CB,0,CDM,Lengthy,75000.0,7.14%,2,5,M,H,84.0,53,67,68,92,92,"185cm | 6'1""",High & Average+  (81kg),1809,456,2120
Gennaro Gattuso,FUT ICONS,Italy,Icons,92,CDM,0,CM,Controlled,0.0,5,0,3,M,H,80.0,67,80,82,92,90,"177cm | 5'10""",Stocky  (77kg),3977,491,2282
Karim Benzema,Real Madrid,France,LaLiga Santander,92,ST,CF,IF,Controlled,29750.0,0.83%,4,4,M,M,81.0,90,84,88,40,80,"185cm | 6'1""",Average  (81kg),396,463,2235
Robert Lewandowski,FC Barcelona,Poland,LaLiga Santander,92,ST,CF,IF,Controlled,34000.0,37.37%,4,4,H,M,77.0,92,80,87,45,85,"185cm | 6'1""",Unique  (81kg),255,466,2277
Philipp Lahm,FUT ICONS,Germany,Icons,92,RB,"RWB,LB",Trophy Titans - ICON,Explosive,11500.0,37.37%,3,3,H,H,88.0,73,88,88,91,74,"170cm | 5'7""",Short & Lean-  (65kg),1807,502,2423
Roberto Carlos,FUT ICONS,Brazil,Icons,92,LB,LWB,Trophy Titans - ICON,Controlled,24000.0,14.29%,5,3,H,H,93.0,84,85,81,86,86,"168cm | 5'6""",Unique  (69kg),1500,515,2489
Jeremie Frimpong,Leverkusen,Netherlands,Bundesliga,92,RWB,"RB,RM",TOTS,Explosive,11500.0,0,4,4,H,H,99.0,75,87,97,86,85,"171cm | 5'7""",Average  (63kg),2144,529,2467
Alphonso Davies,FC Bayern,Canada,Bundesliga,92,LB,"LWB,LM",TOTS,Controlled,12250.0,5.77%,5,4,H,H,99.0,76,90,92,84,86,"185cm | 6'1""",Unique  (77kg),1201,527,2472
Niclas Füllkrug,Werder Bremen,Germany,Bundesliga,92,ST,CF,TOTS,Lengthy,11500.0,5.77%,4,4,H,M,87.0,94,82,91,50,91,"189cm | 6'2""",High & Average  (83kg),500,495,2378
Kolo Muani,Frankfurt,France,Bundesliga,92,ST,"RM,CF",TOTS,Controlled,11500.0,5.77%,4,4,M,M,95.0,90,87,94,51,78,"187cm | 6'2""",High & Average+  (73kg),1503,495,2349
Vincenzo Grifo,SC Freiburg,Italy,Bundesliga,92,LM,"LWB,CAM,LW",TOTS SBC,Controlled,55650.0,5.77%,4,4,H,H,93.0,90,91,92,77,86,"180cm | 5'11""",Average  (76kg),704,529,2547
Raphinha,FC Barcelona,Brazil,LaLiga Santander,92,RW,RM,TOTS SBC,Explosive,403700.0,5.77%,4,4,H,H,98.0,88,86,94,62,85,"176cm | 5'9""",Lean  (68kg),-1443,513,2440
Gabriel Veiga Novas,RC Celta,Spain,LaLiga Santander,92,CM,CAM,TOTS,Controlled,11500.0,5.77%,4,4,H,M,92.0,90,91,94,76,88,"184cm | 6'0""",Lean  (77kg),615,531,2484
Nahuel Molina,Atlético de Madrid,Argentina,LaLiga Santander,92,RB,"RWB,RM",TOTS,Controlled,11500.0,5.77%,3,3,H,H,95.0,82,86,91,89,89,"175cm | 5'9""",Lean  (70kg),705,532,2498
Javi Galán,RC Celta,Spain,LaLiga Santander,92,LB,LWB,TOTS Moments,Controlled,11500.0,5.77%,4,4,H,H,94.0,66,89,93,86,89,"172cm | 5'8""",Average  (70kg),215,517,2434
Carlos Vela,LAFC,Mexico,Major League Soccer,92,RW,"RM,CAM,LW",TOTS,Controlled,11500.0,5.77%,5,4,H,L,95.0,90,90,94,44,82,"177cm | 5'10""",Average  (77kg),428,495,2389
Toko Ekambi,Rennes,Cameroon,Ligue 1,92,LB,LWB,Shapeshifter Premium,Controlled,12000.0,2.13%,3,4,H,H,97.0,80,87,92,90,93,"185cm | 6'1""",High & Average+  (74kg),441,539,2556
Riccardo Orsolini,Bologna,Italy,Serie A TIM,92,RB,RWB,Shapeshifters,Controlled,11500.0,2.13%,5,4,H,H,94.0,76,90,95,90,89,"183cm | 6'0""",Average  (73kg),331,534,2534
Fernando Hierro Ruiz,FUT ICONS,Spain,Icons,92,LB,LWB,Shapeshifters ICON,Controlled,11500.0,2.13%,4,4,H,H,92.0,70,91,94,89,90,"187cm | 6'2""",Average  (84kg),193,526,2536
Fernando Hierro Ruiz,FUT ICONS,Spain,Icons,92,RB,RWB,Shapeshifters ICON,Controlled,11500.0,2.13%,4,4,H,H,92.0,70,91,94,89,90,"187cm | 6'2""",Average  (84kg),432,526,2536
Jonathan Bamba,LOSC,France,Ligue 1,92,RB,RWB,Shapeshifters,Controlled,0.0,0,4,4,H,H,96.0,75,92,95,92,88,"175cm | 5'9""",Average  (70kg),983,538,2577
Riquelme,FUT ICONS,Argentina,Icons,92,LB,"LWB,LM",Shapeshifters ICON,Controlled,11500.0,2.13%,5,4,M,H,93.0,82,94,94,90,90,"183cm | 6'0""",Average  (79kg),455,543,2573
Pepe Reina,Villarreal CF,Spain,LaLiga Santander,92,ST,CF,Shapeshifters Obj,Controlled,0.0,0,4,5,H,M,92.0,94,89,90,70,91,"188cm | 6'2""",Unique  (92kg),642,526,2545
Karim Adeyemi,Dortmund,Germany,Bundesliga,92,CM,CAM,Shapeshifters,Controlled,11500.0,2.13%,4,4,H,M,94.0,85,91,94,84,87,"177cm | 5'10""",Average  (75kg),405,535,2575
Corentin Tolisso,OL,France,Ligue 1,92,LM,LW,Shapeshifters,Controlled,18750.0,2.13%,4,5,H,M,93.0,90,91,93,71,84,"181cm | 5'11""",Average  (81kg),-218,522,2501
Sol Campbell,FUT ICONS,England,Icons,92,LW,LM,Shapeshifters ICON,Controlled,11500.0,2.13%,4,4,H,M,99.0,89,91,92,54,91,"188cm | 6'2""",High & Stocky  (90kg),179,516,2445
Eusébio,FUT ICONS,Portugal,Icons,91,CF,ST,Icon,Explosive,75000.0,6.38%,4,5,H,M,93.0,93,88,90,42,74,"175cm | 5'9""",Average  (76kg),2473,480,2345
Fernando Hierro Ruiz,FUT ICONS,Spain,Icons,91,CB,0,Icon,Lengthy,69500.0,6.38%,2,3,M,H,73.0,68,76,70,93,87,"187cm | 6'2""",Average  (84kg),50,467,2292
Fernando Torres,FUT ICONS,Spain,Icons,91,ST,CF,Icon,Controlled,69000.0,0.72%,4,4,H,M,93.0,90,79,88,45,78,"186cm | 6'1""",High & Average  (78kg),2053,473,2264
Franco Baresi,FUT ICONS,Italy,Icons,91,CB,0,Icon,Controlled,69000.0,0.72%,2,3,M,H,69.0,48,74,70,94,80,"176cm | 5'9""",Average  (71kg),-58,435,2099
Gheorghe Hagi,FUT ICONS,Romania,Icons,91,CAM,"CM,LM",Icon,Explosive,77000.0,3.75%,4,4,M,L,83.0,89,90,90,43,65,"172cm | 5'8""",Average  (68kg),2581,460,2269
Ian Rush,FUT ICONS,Wales,Icons,91,ST,CF,Icon,Controlled,69000.0,0.72%,3,4,H,M,86.0,92,72,86,45,81,"180cm | 5'11""",Lean  (79kg),87,462,2226
Johan Cruyff,FUT ICONS,Netherlands,Icons,91,CF,"CAM,ST",Icon,Explosive,109000.0,11.22%,5,5,H,L,91.0,89,88,93,41,72,"180cm | 5'11""",Lean  (70kg),5663,474,2289
Riquelme,FUT ICONS,Argentina,Icons,91,CAM,0,Icon,Controlled,71000.0,2.16%,5,4,M,L,70.0,87,93,93,32,69,"183cm | 6'0""",Average  (79kg),-34,444,2194
Kaká,FUT ICONS,Brazil,Icons,91,CAM,0,Icon,Controlled,69500.0,6.08%,5,4,H,M,91.0,86,88,92,44,73,"186cm | 6'1""",Unique  (78kg),4048,474,2264
Laurent Blanc,FUT ICONS,France,Icons,91,CB,CAM,Icon,Lengthy,69500.0,6.08%,2,3,M,H,79.0,69,70,78,92,86,"192cm | 6'4""",High & Average  (82kg),319,474,2258
Steven Gerrard,FUT ICONS,England,Icons,91,CM,CDM,Icon,Controlled,70000.0,0,3,3,H,M,77.0,90,90,85,77,84,"183cm | 6'0""",Average  (83kg),428,503,2414
Zinedine Zidane,FUT ICONS,France,Icons,91,CM,CAM,Icon,Controlled,148000.0,14.45%,5,5,H,M,84.0,86,91,90,73,81,"185cm | 6'1""",High & Average  (77kg),1627,505,2427
Robin van Persie,FUT ICONS,Netherlands,Icons,91,ST,CF,Icon,Controlled,69000.0,0.72%,4,4,H,L,85.0,94,87,90,46,74,"183cm | 6'0""",High & Average  (71kg),872,476,2308
Wayne Rooney,FUT ICONS,England,Icons,91,ST,"CAM,CF",Icon,Controlled,69500.0,0.72%,3,4,H,H,89.0,92,83,88,55,89,"176cm | 5'9""",Stocky  (0kg),2521,496,2389
Diego Forlán,HERO,Uruguay,LaLiga Santander,91,ST,"CF,LW",World Cup Hero,Controlled,19250.0,12.50%,4,4,H,H,90.0,94,83,90,58,80,"180cm | 5'11""",Average  (75kg),3031,495,2389
Rudolf Völler,HERO,Germany,Serie A TIM,91,ST,CF,World Cup Hero,Controlled,24250.0,1.04%,3,4,H,M,91.0,94,78,90,49,87,"180cm | 5'11""",Average  (77kg),3464,489,2372
Karim Benzema,Real Madrid,France,LaLiga Santander,91,CF,ST,Normal,Controlled,31250.0,1.63%,4,4,M,M,80.0,88,83,87,39,78,"185cm | 6'1""",Average  (81kg),3783,455,2196
Robert Lewandowski,FC Barcelona,Poland,LaLiga Santander,91,ST,CF,Normal,Controlled,14750.0,22.92%,4,4,H,M,75.0,91,79,86,44,83,"185cm | 6'1""",Unique  (81kg),1232,458,2242
Kylian Mbappé,Paris SG,France,Ligue 1,91,ST,"CF,LW",Normal,Controlled,32500.0,1.56%,5,4,H,L,97.0,89,80,92,36,76,"182cm | 6'0""",Unique  (73kg),2361,470,2223
Kevin De Bruyne,Manchester City,Belgium,Premier League,91,CM,CAM,Normal,Controlled,16000.0,3.03%,4,5,H,H,74.0,88,93,87,64,77,"181cm | 5'11""",Unique  (70kg),2266,483,2336
Kenny Dalglish,FUT ICONS,Scotland,Icons,91,ST,CF,World Cup ICON,Explosive,65000.0,103.13%,4,5,H,M,89.0,91,78,89,42,72,"173cm | 5'8""",Average  (73kg),780,461,2263
Rafael Leão,Milan,Portugal,Serie A TIM,91,ST,CF,World Cup Phenoms,Controlled,85000.0,26.87%,5,4,M,L,96.0,85,81,91,34,83,"188cm | 6'2""",High & Average  (81kg),2077,470,2202
Hristo Stoichkov,FUT ICONS,Bulgaria,Icons,91,LW,"LM,ST,RW",World Cup ICON SBC,Controlled,710300.0,26.87%,4,4,M,M,91.0,92,87,91,49,85,"178cm | 5'10""",Average  (73kg),3393,495,2386
Harry Kane,Spurs,England,Premier League,91,ST,CF,World Cup TOTT,Lengthy,50500.0,26.87%,3,5,H,H,84.0,93,86,85,48,85,"188cm | 6'2""",Unique  (89kg),912,481,2327
Casemiro,Manchester Utd,Brazil,Premier League,91,CM,0,World Cup TOTT,Lengthy,30250.0,26.87%,3,3,M,H,76.0,78,80,77,90,92,"185cm | 6'1""",Unique  (84kg),1605,493,2365
N'Golo Kanté,Chelsea,France,Premier League,91,CDM,CM,Winter Wildcards,Controlled,31750.0,9.48%,2,3,M,H,80.0,75,81,85,90,85,"168cm | 5'6""",Unique  (70kg),1227,496,2348
Toni Kroos,Real Madrid,Germany,LaLiga Santander,91,CM,0,Winter Wildcards SBC,Controlled,296650.0,9.48%,5,5,M,M,80.0,85,93,86,79,76,"183cm | 6'0""",Average  (76kg),5500,499,2386
Joshua Kimmich,FC Bayern,Germany,Bundesliga,91,CM,"RB,CDM",Winter Wildcards,Explosive,17000.0,6.85%,4,4,H,M,78.0,80,90,99,85,81,"177cm | 5'10""",Average  (75kg),1218,513,2490
Neymar Jr,Paris SG,Brazil,Ligue 1,91,CAM,"LM,CF,LW",FUT Centurions,Explosive,227000.0,11.82%,5,5,H,M,90.0,87,87,95,39,64,"175cm | 5'9""",Neymar  (68kg),1791,462,2267
Casemiro,Manchester Utd,Brazil,Premier League,91,CDM,0,SIF,Lengthy,15000.0,5.26%,2,3,M,H,66.0,76,78,75,89,92,"185cm | 6'1""",Unique  (84kg),352,476,2305
Jay-Jay Okocha,HERO,Nigeria,Süper Lig (TUR 1),91,CAM,"RM,ST",Fantasy Hero,Explosive,23500.0,5.05%,5,4,M,L,91.0,87,86,96,44,65,"173cm | 5'8""",Average  (70kg),939,469,2282
Dirk Kuyt,HERO,Netherlands,Eredivisie,91,CAM,"RM,CM",Fantasy Hero,Controlled,26750.0,20.74%,4,3,H,H,90.0,93,87,90,76,87,"183cm | 6'0""",Average  (84kg),957,523,2492
Mario Gomez,HERO,Germany,Serie A TIM,91,ST,CF,Fantasy Hero,Controlled,133650.0,20.74%,3,5,H,M,87.0,93,81,87,46,88,"189cm | 6'2""",High & Average  (84kg),2032,482,2302
Mario Gomez,HERO,Germany,Bundesliga,91,ST,CF,Fantasy Hero,Controlled,133650.0,20.74%,3,5,H,M,87.0,93,81,87,46,88,"189cm | 6'2""",High & Average  (84kg),795,482,2302
Ederson,Manchester City,Brazil,Premier League,91,GK,0,FUT Ballers,Lengthy,0.0,1,0,3,M,M,89.0,84,95,99,67,91,"188cm | 6'2""",Unique  (86kg),3985,525,1221
Thomas Müller,FC Bayern,Germany,Bundesliga,91,CAM,CF,FUT Birthday,Controlled,17500.0,18.64%,5,4,H,H,84.0,89,87,88,63,77,"185cm | 6'1""",High & Average+  (76kg),1247,488,2371
Marquinhos,Paris SG,Brazil,Ligue 1,91,CB,0,FUT Birthday,Controlled,17500.0,4.11%,3,5,M,H,82.0,59,80,80,92,85,"183cm | 6'0""",Average  (75kg),894,478,2243
Pedri,FC Barcelona,Spain,LaLiga Santander,91,CM,LW,FUT Birthday SBC,Controlled,398000.0,4.11%,4,5,H,H,88.0,79,88,92,78,84,"174cm | 5'9""",Lean  (61kg),-987,509,2399
Rui Manuel César Costa,FUT ICONS,Portugal,Icons,91,CAM,0,Normal,Controlled,71500.0,2.14%,5,4,M,M,87.0,84,89,89,45,80,"180cm | 5'11""",Average  (74kg),268,474,2291
Heung Min Son,Spurs,Korea Republic,Premier League,91,ST,"LM,CF",SIF,Controlled,24750.0,23.75%,4,5,H,M,90.0,91,86,88,44,73,"183cm | 6'0""",Unique  (78kg),970,472,2254
Yannick Carrasco,Atlético de Madrid,Belgium,LaLiga Santander,91,LM,LW,Flashback SBC,Controlled,0.0,0,4,4,H,H,95.0,88,85,94,58,76,"185cm | 6'1""",High & Average+  (73kg),624,496,2373
Nabil Fekir,Real Betis,France,LaLiga Santander,91,CAM,0,TOTS Moments,Controlled,12000.0,4.35%,4,4,H,M,90.0,90,92,92,44,89,"173cm | 5'8""",Stocky  (75kg),321,497,2376
Sebastián Driussi,Austin FC,Argentina,Major League Soccer,91,CAM,ST,TOTS,Controlled,11500.0,4.35%,3,4,H,M,90.0,93,89,91,36,80,"179cm | 5'10""",Average  (79kg),-1,479,2316
Lorenzo Insigne,Toronto FC,Italy,Major League Soccer,91,LW,"LM,CF,ST",TOTS Moments Obj,Explosive,0.0,0,4,5,H,M,93.0,89,90,92,44,55,"163cm | 5'4""",Unique  (59kg),756,463,2271
Presnel Kimpembe,Paris SG,France,Ligue 1,91,CB,0,Flashback SBC,Controlled,628600.0,4.35%,2,3,M,H,89.0,56,80,83,91,94,"189cm | 6'2""",High & Average  (80kg),5077,493,2294
Jean-Clair Todibo,OGC Nice,France,Ligue 1,91,CB,0,TOTS,Lengthy,11500.0,4.35%,3,2,M,H,87.0,57,75,82,91,89,"190cm | 6'3""",High & Average  (88kg),313,481,2216
Rémy Cabella,LOSC,France,Ligue 1,91,CAM,"LM,RW,LW",TOTS,Explosive,11500.0,4.35%,4,4,H,L,95.0,89,91,96,59,72,"172cm | 5'8""",Lean  (66kg),771,502,2418
Hamari Traoré,Rennes,Mali,Ligue 1,91,RB,RWB,TOTS Obj,Controlled,0.0,0,4,3,H,M,94.0,71,85,88,86,91,"175cm | 5'9""",Average  (71kg),397,515,2414
Dries Mertens,Galatasaray,Belgium,Süper Lig (TUR 1),91,CAM,"CF,ST",TOTS,Explosive,16000.0,4.48%,5,4,H,L,92.0,90,89,94,40,70,"169cm | 5'7""",Unique  (61kg),716,475,2302
Georginio Wijnaldum,Roma FC,Netherlands,Serie A TIM,91,CM,"CDM,RM,CAM",ShowDown SBC,Controlled,197950.0,4.48%,4,5,H,H,87.0,88,90,91,87,89,"175cm | 5'9""",Unique  (74kg),2229,532,2575
Pierre Kalulu,Milan,France,Serie A TIM,91,CB,RB,Level Up,Controlled,15000.0,5.26%,2,3,M,H,89.0,61,80,81,91,88,"184cm | 6'0""",Lean  (69kg),182,490,2315
Domenico Berardi,Sassuolo,Italy,Serie A TIM,91,RM,"LM,RW,LW",Level Up,Controlled,16750.0,33.66%,5,3,H,M,92.0,92,88,93,65,83,"183cm | 6'0""",Lean  (72kg),111,513,2462
Martin Terrier,Rennes,France,Ligue 1,91,LW,"LM,ST",Level Up SBC,Controlled,47400.0,33.66%,4,4,H,M,96.0,91,87,92,46,84,"184cm | 6'0""",Lean  (73kg),-97,496,2369
Axel Witsel,Atlético de Madrid,Belgium,LaLiga Santander,91,CDM,CM,Level Up,Controlled,33600.0,33.66%,4,4,M,H,87.0,82,92,91,92,89,"186cm | 6'1""",Unique  (81kg),159,533,2587
Alessandro Del Piero,FUT ICONS,Italy,Icons,90,CF,"CAM,ST",Icon,Explosive,68500.0,0.74%,4,5,M,M,85.0,90,85,92,42,69,"174cm | 5'9""",Unique  (74kg),1083,463,2235
Alessandro Nesta,FUT ICONS,Italy,Icons,90,CB,0,Icon,Lengthy,68000.0,0.73%,2,3,M,H,71.0,41,62,66,91,85,"187cm | 6'2""",Unique  (78kg),111,416,1902
Andrea Pirlo,FUT ICONS,Italy,Icons,90,CM,CDM,Icon,Explosive,68500.0,0.73%,5,4,M,M,75.0,79,93,90,68,65,"177cm | 5'10""",Lean  (66kg),719,470,2311
Carles Puyol Saforcada,FUT ICONS,Spain,Icons,90,CB,RB,Icon,Lengthy,68500.0,3.52%,2,3,M,H,72.0,45,66,58,93,91,"178cm | 5'10""",Stocky  (80kg),621,425,2010
Carlos Alberto Torres,FUT ICONS,Brazil,Icons,90,RB,"RWB,CB",Icon,Controlled,68000.0,3.52%,3,4,H,M,90.0,63,80,83,87,84,"180cm | 5'11""",Average  (75kg),973,487,2266
Christian Vieri,FUT ICONS,Italy,Icons,90,ST,CF,Icon,Lengthy,94000.0,5.03%,3,4,M,M,83.0,91,74,83,40,84,"185cm | 6'1""",Stocky  (80kg),-158,455,2164
Nemanja Vidić,FUT ICONS,Serbia,Icons,90,CB,0,Icon,Lengthy,68500.0,2,0,3,M,H,78.0,50,62,64,93,91,"190cm | 6'3""",High & Average  (84kg),1768,438,2068
Peter Schmeichel,FUT ICONS,Denmark,Icons,90,GK,0,Icon,Controlled,68000.0,0.73%,1,3,M,M,89.0,84,85,93,50,86,"193cm | 6'4""",High & Average  (92kg),370,487,1242
Rio Ferdinand,FUT ICONS,England,Icons,90,CB,0,Icon,Lengthy,68000.0,0.73%,3,3,M,M,83.0,49,67,65,91,86,"189cm | 6'2""",Unique  (87kg),931,441,2052
Rivaldo,FUT ICONS,Brazil,Icons,90,CF,"CAM,ST,LW",Icon,Controlled,68500.0,0.73%,4,2,M,L,85.0,90,87,90,43,77,"186cm | 6'1""",High & Average+  (76kg),522,472,2290
Ronaldo,FUT ICONS,Brazil,Icons,90,ST,CF,Icon,Controlled,298000.0,9.70%,4,4,M,M,94.0,90,77,91,42,72,"183cm | 6'0""",Base R9  (75kg),1582,466,2200
